region,dice,iou,precision,recall,f1,hd95_px
Region_0,0.01374427333886109,0.00696790552666924,0.3036810542280644,0.007031250121923473,0.4512053316996445,52.390914962972865
Region_1,0.2494138344562074,0.14274524952242473,0.14662963127539005,0.8352939692169851,0.2494146059002599,99.52210208944985
Region_2,0.030125523049315733,0.015530629891738982,0.015530629891766881,0.500000004,0.5261473143229989,102.82789047286421
